PRICE_LIST	LIST_PRICE	DISCOUNT_TYPE	DISCOUNT_RATE	COMMISSION_POINTS	COMMISSION_VOLUME	PRODUCT_NUMBER	PRODUCT_CLASS	CATEGORY_NAME	PRODUCT_DESCRIPTION	IMAGE_FILENAME_LARGE	PRODUCT_LONG_DESCRIPTION	EOL:EOL
Customer	79		%	79	79	13202	Core Products	Spring & Summer 2016 WishList	Desktop Basket Khaki Check	13202.jpg	The Desktop Basket is just what your desk need to corral files, catalogs and books. It will be the best accessory on your desk! The lower front makes it perfect in the family room for DVDs and CDs, as well as magazines. Made in America. 14"l x 10"w x 9"h; Rec. Wt. Use: 25 lbs.	EOL:EOL
Consultant	59	P	25%	59	59	13130	Core Products	Spring & Summer 2016 WishList	Retiring! Small Hanging Khaki Check Basket	13130.jpg	Make it easy, make it yours with our Small Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 8½”l x 6¾”w x 6¼”h; Rec. Wt. Use: 7 lbs.; Includes 2 black hanging loops	EOL:EOL
Employee	59	P	50%	59	59	13130	Core Products	Spring & Summer 2016 WishList	Retiring! Small Hanging Khaki Check Basket	13130.jpg	Make it easy, make it yours with our Small Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 8½”l x 6¾”w x 6¼”h; Rec. Wt. Use: 7 lbs.; Includes 2 black hanging loops	EOL:EOL
Customer	59		%	59	59	13130	Core Products	Spring & Summer 2016 WishList	Retiring! Small Hanging Khaki Check Basket	13130.jpg	Make it easy, make it yours with our Small Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 8½”l x 6¾”w x 6¼”h; Rec. Wt. Use: 7 lbs.; Includes 2 black hanging loops	EOL:EOL
Consultant	89	P	25%	89	89	13131	Core Products	Spring & Summer 2016 WishList	Retiring! Medium Hanging Khaki Check Basket	13131.jpg	Make it easy, make it yours with our Medium Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 15¾”l x 6¾”w x 9¼”h; Rec. Wt. Use: 15 lbs.; Includes 2 black hanging loops	EOL:EOL
Employee	89	P	50%	89	89	13131	Core Products	Spring & Summer 2016 WishList	Retiring! Medium Hanging Khaki Check Basket	13131.jpg	Make it easy, make it yours with our Medium Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 15¾”l x 6¾”w x 9¼”h; Rec. Wt. Use: 15 lbs.; Includes 2 black hanging loops	EOL:EOL
Customer	89		%	89	89	13131	Core Products	Spring & Summer 2016 WishList	Retiring! Medium Hanging Khaki Check Basket	13131.jpg	Make it easy, make it yours with our Medium Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 15¾”l x 6¾”w x 9¼”h; Rec. Wt. Use: 15 lbs.; Includes 2 black hanging loops	EOL:EOL
Consultant	119	P	25%	119	119	13132	Core Products	Spring & Summer 2016 WishList	Retiring! Large Hanging Khaki Check Basket	13132.jpg	Make it easy, make it yours with our Large Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 14¼”l x 11½”w x 12¼”h; Rec. Wt. Use: 15 lbs.; Includes 2 black hanging loops	EOL:EOL
Employee	119	P	50%	119	119	13132	Core Products	Spring & Summer 2016 WishList	Retiring! Large Hanging Khaki Check Basket	13132.jpg	Make it easy, make it yours with our Large Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 14¼”l x 11½”w x 12¼”h; Rec. Wt. Use: 15 lbs.; Includes 2 black hanging loops	EOL:EOL
Customer	119		%	119	119	13132	Core Products	Spring & Summer 2016 WishList	Retiring! Large Hanging Khaki Check Basket	13132.jpg	Make it easy, make it yours with our Large Hanging Basket - organization is a breeze! Perfect for getting ready for the school season or reorganizing your most chaotic spaces this basket fits perfectly with our Wrought Iron Wall Rods to create the ultimate space for clarity and ease! 14¼”l x 11½”w x 12¼”h; Rec. Wt. Use: 15 lbs.; Includes 2 black hanging loops	EOL:EOL
Consultant	99	P	25%	99	99	13050	Core Products	Spring & Summer 2016 WishList	Khaki Check Magazine Basket	13050.jpg	"Functionality and style know no bounds with our Khaki Check Magazine Basket! This piece makes getting - and staying organized easy and beautiful. Protector available separately. Made in America. 15 3/4""l x 8 1/2""w x 11""h; Rec. Wt. Use: 30 lbs.<br /><br />The Magazine Protector is available to order with an extended delivery of April 2016.
"	EOL:EOL
Employee	99	P	50%	99	99	13050	Core Products	Spring & Summer 2016 WishList	Khaki Check Magazine Basket	13050.jpg	"Functionality and style know no bounds with our Khaki Check Magazine Basket! This piece makes getting - and staying organized easy and beautiful. Protector available separately. Made in America. 15 3/4""l x 8 1/2""w x 11""h; Rec. Wt. Use: 30 lbs.<br /><br />The Magazine Protector is available to order with an extended delivery of April 2016.
"	EOL:EOL
Customer	99		0%	99	99	13050	Core Products	Spring & Summer 2016 WishList	Khaki Check Magazine Basket	13050.jpg	"Functionality and style know no bounds with our Khaki Check Magazine Basket! This piece makes getting - and staying organized easy and beautiful. Protector available separately. Made in America. 15 3/4""l x 8 1/2""w x 11""h; Rec. Wt. Use: 30 lbs.<br /><br />The Magazine Protector is available to order with an extended delivery of April 2016.
"	EOL:EOL
Consultant	575	P	25%	575	575	13239	Core Products	Spring & Summer 2016 WishList	Master's Studio™ Circle of Life Basket	13239.jpg	Master Basketmaker Brian Dilts was inspired to design the Master's Studio™ Circle of Life Basket by the objects that hard-working farm families used every day. He would see these farms when going with his father and grandfather who were milkmen. The bottom reflects the shape of egg-gathering baskets, the size and body of the basket are similar to baskets used for measuring and gathering, and the neck and top were inspired by the old milk cans they picked up at the farms and delivered to the dairy. The Circle of Life Basket is a tribut to genereations of family farms and the cycle of springtime and harvest, planting and reaping; the circles around the neck of the basket represent the continuation of these cycles from generation to generation. Made in the U.S.A. 10"d x 12"h; Rec. Wt. Use: 15 lbs. This basket is crafted for you when your order is placed. Please allow 12 weeks. See your Home Consultant for details. This basket is shipped free of charge.	EOL:EOL
Employee	575	P	50%	575	575	13239	Core Products	Spring & Summer 2016 WishList	Master's Studio™ Circle of Life Basket	13239.jpg	Master Basketmaker Brian Dilts was inspired to design the Master's Studio™ Circle of Life Basket by the objects that hard-working farm families used every day. He would see these farms when going with his father and grandfather who were milkmen. The bottom reflects the shape of egg-gathering baskets, the size and body of the basket are similar to baskets used for measuring and gathering, and the neck and top were inspired by the old milk cans they picked up at the farms and delivered to the dairy. The Circle of Life Basket is a tribut to genereations of family farms and the cycle of springtime and harvest, planting and reaping; the circles around the neck of the basket represent the continuation of these cycles from generation to generation. Made in the U.S.A. 10"d x 12"h; Rec. Wt. Use: 15 lbs. This basket is crafted for you when your order is placed. Please allow 12 weeks. See your Home Consultant for details. This basket is shipped free of charge.	EOL:EOL
Customer	575		%	575	575	13239	Core Products	Spring & Summer 2016 WishList	Master's Studio™ Circle of Life Basket	13239.jpg	Master Basketmaker Brian Dilts was inspired to design the Master's Studio™ Circle of Life Basket by the objects that hard-working farm families used every day. He would see these farms when going with his father and grandfather who were milkmen. The bottom reflects the shape of egg-gathering baskets, the size and body of the basket are similar to baskets used for measuring and gathering, and the neck and top were inspired by the old milk cans they picked up at the farms and delivered to the dairy. The Circle of Life Basket is a tribut to genereations of family farms and the cycle of springtime and harvest, planting and reaping; the circles around the neck of the basket represent the continuation of these cycles from generation to generation. Made in the U.S.A. 10"d x 12"h; Rec. Wt. Use: 15 lbs. This basket is crafted for you when your order is placed. Please allow 12 weeks. See your Home Consultant for details. This basket is shipped free of charge.	EOL:EOL
Consultant	47	P	25%	47	47	13094	Core Products	Spring & Summer 2016 WishList	Note Pal Basket Khaki Check	13094.jpg	Now available in Khaki Check! Add a huge touch of class to a simple task with our Note Pal Basket. A beautiful and stylish addition to your desk or anywhere you need to keep a few note pads. Protector and WoodCrafts Lid available separately. Made in America. 7 3/4"l x 5 3/4"w x 2 1/2"h (front) x 3 1/4"h (back); Rec. Wt. Use: 4 lbs.<br /><br />The Note Pal Protector is available to order with an extended delivery of August.	EOL:EOL
Employee	47	P	50%	47	47	13094	Core Products	Spring & Summer 2016 WishList	Note Pal Basket Khaki Check	13094.jpg	Now available in Khaki Check! Add a huge touch of class to a simple task with our Note Pal Basket. A beautiful and stylish addition to your desk or anywhere you need to keep a few note pads. Protector and WoodCrafts Lid available separately. Made in America. 7 3/4"l x 5 3/4"w x 2 1/2"h (front) x 3 1/4"h (back); Rec. Wt. Use: 4 lbs.<br /><br />The Note Pal Protector is available to order with an extended delivery of August.	EOL:EOL
Customer	47		0%	47	47	13094	Core Products	Spring & Summer 2016 WishList	Note Pal Basket Khaki Check	13094.jpg	Now available in Khaki Check! Add a huge touch of class to a simple task with our Note Pal Basket. A beautiful and stylish addition to your desk or anywhere you need to keep a few note pads. Protector and WoodCrafts Lid available separately. Made in America. 7 3/4"l x 5 3/4"w x 2 1/2"h (front) x 3 1/4"h (back); Rec. Wt. Use: 4 lbs.<br /><br />The Note Pal Protector is available to order with an extended delivery of August.	EOL:EOL
Consultant	41	P	25%	41	41	13087	Core Products	Spring & Summer 2016 WishList	Pencil Basket Khaki Check	13087.jpg	Now available in Khaki Check! Add warmth and richness to your desk while keeping your pens and pencils close at hand with our beautiful Pencil Basket. Protector available separately. Made in U.S.A. 3 3/4"l x 3 3/4"w x 4 1/2"h; Rec. Wt. Use: 2 lbs.	EOL:EOL
Employee	41	P	50%	41	41	13087	Core Products	Spring & Summer 2016 WishList	Pencil Basket Khaki Check	13087.jpg	Now available in Khaki Check! Add warmth and richness to your desk while keeping your pens and pencils close at hand with our beautiful Pencil Basket. Protector available separately. Made in U.S.A. 3 3/4"l x 3 3/4"w x 4 1/2"h; Rec. Wt. Use: 2 lbs.	EOL:EOL
Customer	41		0%	41	41	13087	Core Products	Spring & Summer 2016 WishList	Pencil Basket Khaki Check	13087.jpg	Now available in Khaki Check! Add warmth and richness to your desk while keeping your pens and pencils close at hand with our beautiful Pencil Basket. Protector available separately. Made in U.S.A. 3 3/4"l x 3 3/4"w x 4 1/2"h; Rec. Wt. Use: 2 lbs.	EOL:EOL
Consultant	83	P	25%	83	83	13142	Core Products	Spring & Summer 2016 WishList	Retiring! Large Tote Basket Khaki Check	13142.jpg	A road trip, a day with the kids, or a day just for you, bring us along for wherever life takes you. Designed to fit your lifestyle, the Large Tote Basket is sturdy, stylish and beautiful! 12"l x 4"w x 11 1/2"h; Rec. Wt. Use: 30 lbs.	EOL:EOL
Employee	83	P	50%	83	83	13142	Core Products	Spring & Summer 2016 WishList	Retiring! Large Tote Basket Khaki Check	13142.jpg	A road trip, a day with the kids, or a day just for you, bring us along for wherever life takes you. Designed to fit your lifestyle, the Large Tote Basket is sturdy, stylish and beautiful! 12"l x 4"w x 11 1/2"h; Rec. Wt. Use: 30 lbs.	EOL:EOL
Customer	83		%	83	83	13142	Core Products	Spring & Summer 2016 WishList	Retiring! Large Tote Basket Khaki Check	13142.jpg	A road trip, a day with the kids, or a day just for you, bring us along for wherever life takes you. Designed to fit your lifestyle, the Large Tote Basket is sturdy, stylish and beautiful! 12"l x 4"w x 11 1/2"h; Rec. Wt. Use: 30 lbs.	EOL:EOL
Consultant	92	P	25%	92	92	63492	Core Products	Spring & Summer 2016 WishList	Everyday Tableware™ 4 -Piece Dinnerware Set	63492.jpg	Say goodbye to ordinary, and say hello to extraordinary! Our new Everyday Tableware’s beautiful, vitrified design won’t easily chip, crack or lose its luster over time. Everyday Tableware is tough enough to withstand the use of everyday family life, yet the pattern is so timeless and elegant, you'll want to use it for everything from special get-togethers around the table to pizza nights on the sofa. Includes one each Dinner Plate, Luncheon Plate, Bowl and Mug.	EOL:EOL
Employee	92	P	50%	92	92	63492	Core Products	Spring & Summer 2016 WishList	Everyday Tableware™ 4 -Piece Dinnerware Set	63492.jpg	Say goodbye to ordinary, and say hello to extraordinary! Our new Everyday Tableware’s beautiful, vitrified design won’t easily chip, crack or lose its luster over time. Everyday Tableware is tough enough to withstand the use of everyday family life, yet the pattern is so timeless and elegant, you'll want to use it for everything from special get-togethers around the table to pizza nights on the sofa. Includes one each Dinner Plate, Luncheon Plate, Bowl and Mug.	EOL:EOL
